embedding_index,document_id,document_preview
1208,doc_1208,"estatísticos.   
26 
DAE – Disponibilização às coo"
1209,doc_1209,"03 
04 
05 
06 
07 
08 
09 
10 
11 
12 
13 
14 
15"
1210,doc_1210,"Total de dias letivos 2024.1 
Araranguá – 23 
Blum"
1211,doc_1211,"15 
DAE – Término do prazo para requerimento dos a"
1212,doc_1212,"disciplinas/turmas. 
17 
Pós-Graduação – Término d"
1213,doc_1213,"27 e 28 
Coordenadoria do curso de Engenharia de M"
1214,doc_1214,"subsequente. 
 
 
 
6 
 
31 
DAE – Término do praz"
1215,doc_1215,"T 
Q 
Q 
S 
S 
ARA 
04 
04 
04 
04 
04 
04 
BLU 
0"
1216,doc_1216,projeto pedagógico (sem alterações que impactem o 
1217,doc_1217,"departamentos, registro da aprovação no sistema PA"
1218,doc_1218,"22 
23 
24 
25 
26 
27 
28 
29 
30 
31 
 
 
 
 
DI"
1219,doc_1219,"e registro da aprovação no sistema PAAD. 
02 
DEN/"
1220,doc_1220,disponíveis (NVD) remanescentes com vistas à manif
1221,doc_1221,"disciplinas 
que 
ministram 
(conforme 
orientação"
1222,doc_1222,itens para adaptação em formato digital acessível 
1223,doc_1223,retornos com ingresso previsto para o segundo seme
1224,doc_1224,"primeiro semestre. 
02 
Coordenadorias – Término d"
1225,doc_1225,"08 
DAE e SeTIC – Fechamento da análise dos cadast"
1226,doc_1226,"line. 
12 
Pós-Graduação – Início do terceiro perí"
1227,doc_1227,"matrícula para 2024.2. 
AGOSTO 2024 
D 
S 
T 
Q 
Q"
1228,doc_1228,"Total de dias letivos 2024.2 
Araranguá, Blumenau,"
1229,doc_1229,"15 
Coordenadoria da COREMU – Programas de Residên"
1230,doc_1230,"letivo de 2024. 
16 a 19 
Coordenadorias – 1ª Etap"
1231,doc_1231,"18 
Início do recesso escolar. 
19 
Departamentos "
1232,doc_1232,"19 
Pós-Graduação – Início do segundo período leti"
1233,doc_1233,"sobre os pedidos de transferência e retorno, com i"
1234,doc_1234,(on-line). Período de matrícula para os ingressant
1235,doc_1235,"formandos para as coordenadorias dos cursos.  
23 "
1236,doc_1236,"25 
Término do recesso escolar. 
26 
DAE e coorden"
1237,doc_1237,matrícula excepcionais (inclusões e/ou cancelament
1238,doc_1238,"30/08 e 
02/09 
Coordenadorias – Período para anál"
1239,doc_1239,referentes aos formandos do primeiro semestre leti
1240,doc_1240,"Florianópolis e Curitibanos  – 131 
Blumenau e Joi"
1241,doc_1241,"02 – Aniversário da Cidade 
(Campus de Blumenau) 
"
1242,doc_1242,"03 
SeTIC – Disponibilização aos departamentos de "
1243,doc_1243,"06 
Coordenadorias – Término do prazo para devoluç"
1244,doc_1244,"requeridos junto aos departamentos de ensino. 
09 "
1245,doc_1245,"caráter excepcional, na secretaria do curso, ajust"
1246,doc_1246,de 2024 pelas coordenadorias dos cursos de graduaç
1247,doc_1247,"OUTUBRO 2024 
D 
S 
T 
Q 
Q 
S 
S 
 
 
01 
02 
03 "
1248,doc_1248,"Total de dias letivos 2024.2 
Araranguá, Blumenau,"
1249,doc_1249,"11 
DAE – Disponibilização às coordenadorias de cu"
1250,doc_1250,"estatísticos.   
15 
DAE – Término do prazo para r"
1251,doc_1251,"21 
Pós-Graduação – Início do quarto período letiv"
1252,doc_1252,"30 
Coordenadoria do curso de Engenharia de Materi"
1253,doc_1253,referentes à participação no Programa ANDIFES de M
1254,doc_1254,"03 
04 
04 
04 
 
Dias não letivos 
02 – Finados 
"
1255,doc_1255,"disciplinas/turmas. 
11 
Centros/Coordenadorias – "
1256,doc_1256,"coordenadorias de curso, observados os termos do e"
1257,doc_1257,"D 
S 
T 
Q 
Q 
S 
S 
01 
02 
03 
04 
05 
06 
07 
0"
1258,doc_1258,"Blumenau, Florianópolis e 
Joinville – 17 
 
01 
C"
1259,doc_1259,"transferência e retorno foram deferidos, conforme "
1260,doc_1260,pertinentes às providências necessárias aos proces
1261,doc_1261,"registro da aprovação no sistema PAAD. 
10 
DEN/PR"
1262,doc_1262,"16 a 21 
Período de recuperação. 
17 
DAE e SeTIC "
1263,doc_1263,– lista de notas finais dos alunos especiais em di
1264,doc_1264,"matrícula para 2025.1. 
20 
 
Coordenadoria do cur"
1265,doc_1265,"21 
Pós-Graduação – Término do segundo período let"
1266,doc_1266,notas finais complementares à menção “I” do semest
1267,doc_1267,"27 
Departamentos – Término do prazo para a digita"
1268,doc_1268,"Blumenau – 94 
Araranguá, Curitibanos, Florianópol"
1269,doc_1269,"1 – Confraternização Universal 
 
 
 
 
 
 
 
03 
"
1270,doc_1270,"referente ao primeiro semestre letivo de 2025. 
21"
1271,doc_1271,"letivo de 2024. 
 
 
 
 
 
11 
Coordenadorias – In"
1272,doc_1272,"00 
00 
00 
00 
00 
00 
JOI 
00 
00 
00 
00 
00 
0"
1273,doc_1273,"05 – Cinzas (ponto facultativo até 
14h)  
09 – An"
1274,doc_1274,"14/05/2018 14:02
O curso
A Engenharia de Controle"
1275,doc_1275,"de engenharia, saneamento e energia, até os mais
d"
1276,doc_1276,"Automação,  Sistemas de Controle e  Introdução à
R"
1277,doc_1277,"Guia de Cursos - Engenharia de Controle e Automa…
"
1278,doc_1278,"sistemas em unidades de procução industrial e
sist"
1279,doc_1279,"Programar equipamentos automatizados.
Quantas vaga"
1280,doc_1280,"Processos, Automação da Manufatura e Informática I"
1281,doc_1281,"Qual o perfil do egresso (profissional)?
O engenhe"
1282,doc_1282,"Turno: diurno (matutino e vespertino)
Modalidade: "
1283,doc_1283,"Trancamento ou desistência de curso
Trancamento de"
1284,doc_1284,pelo Sistema Pergamum ou solicitada através do e-m
1285,doc_1285,"Guia do Estudante – UFSC Blumenau
https://guiadoes"
1286,doc_1286,"Desistência/Cancelamento de Curso
O aluno poderá i"
1287,doc_1287,"2 – Solicitar declarações negativas:
Declaração ne"
1288,doc_1288,(não digitalize-os novamente para que não quebre a
1289,doc_1289,"Segunda Chamada
SOLICITAÇÃO DE PROVA SUBSTITUTIVA "
1290,doc_1290,"Como solicitar:
1. O aluno deve acessar o Portal d"
1291,doc_1291,"atestado médico,) e enviar a solicitação em até tr"
